cntry,idno,year,tvtot,ppltrst,pplfair,pplhlp,happy,sclmeet,sclact,gndr,agea,partner
CH,2063,6,3,6,8,8,10,4,4,2,57,1
CH,2077,6,3,7,9,5,7,7,3,1,39,1
CH,2078,6,2,9,7,5,8,5,3,2,56,1
CH,2084,6,2,7,9,10,10,6,2,2,46,1
CH,2090,6,1,8,8,5,7,6,3,1,40,1
CH,2092,6,5,8,8,1,9,5,2,2,54,1
CH,2095,6,7,9,9,5,10,5,4,1,35,1
CH,2102,6,5,5,7,5,8,5,3,1,55,1
CH,2106,6,3,3,5,6,7,4,2,1,39,1
CH,2111,6,7,7,2,3,7,6,3,2,27,1
CH,2112,6,3,8,7,6,10,5,2,1,33,1
CH,2113,6,3,7,8,8,8,5,2,2,54,2
CH,2115,6,1,8,8,7,8,5,2,1,52,1
CH,2124,6,0,3,3,3,9,5,2,2,52,1
CH,2128,6,2,8,7,7,9,5,2,1,34,1
CH,2129,6,2,2,5,6,8,5,2,1,75,2
CH,2131,6,3,5,7,8,8,3,4,2,79,1
CH,2133,6,3,7,7,7,7,7,4,1,23,2
CH,2135,6,3,8,7,6,9,6,5,2,25,2
CH,2154,6,5,8,5,8,8,6,3,2,69,2
CH,2159,6,0,5,8,5,9,5,3,1,39,1
CH,2160,6,7,4,3,5,9,2,2,1,80,1
CH,2161,6,5,6,8,4,7,2,2,2,69,1
CH,2167,6,4,2,2,2,5,4,3,2,19,2
CH,2169,6,3,7,7,8,7,6,3,1,69,1
CH,2180,6,5,5,8,5,10,3,1,1,78,1
CH,2182,6,7,7,5,2,4,4,1,1,42,2
CH,2190,6,2,3,5,6,8,6,3,2,26,2
CH,2192,6,3,5,6,4,10,5,3,1,63,1
CH,2193,6,6,3,4,4,9,7,2,2,21,2
CH,2196,6,2,7,8,8,8,4,2,1,59,1
CH,2197,6,0,8,8,5,8,6,3,2,63,1
CH,2201,6,3,8,8,8,8,5,3,1,59,1
CH,2203,6,5,7,5,7,8,5,2,1,57,2
CH,2205,6,1,8,10,8,10,5,3,1,46,1
CH,2209,6,0,7,8,7,7,5,2,2,50,2
CH,2211,6,2,7,6,5,10,6,2,2,36,1
CH,2217,6,4,10,10,9,10,5,2,2,41,1
CH,2221,6,7,7,7,8,8,4,2,2,75,1
CH,2228,6,3,6,8,7,7,6,3,1,22,2
CH,2229,6,0,7,7,4,8,6,3,2,45,2
CH,2236,6,4,3,3,4,7,6,2,2,37,1
CH,2237,6,2,10,10,9,10,4,3,2,79,1
CH,2239,6,3,7,7,6,9,4,3,1,47,1
CH,2241,6,2,6,4,3,10,6,4,1,48,1
CH,2243,6,4,5,7,4,9,6,2,1,55,1
CH,2247,6,3,3,3,5,8,6,3,1,23,2
CH,2248,6,3,5,8,2,10,2,3,1,59,1
CH,2249,6,1,6,7,4,7,6,4,1,30,2
CH,2251,6,3,6,7,5,7,6,3,1,36,1
CH,2256,6,3,7,7,5,8,5,3,2,47,1
CH,2257,6,3,8,6,5,7,6,2,2,40,1
CH,2262,6,5,7,7,4,8,6,4,1,33,1
CH,2265,6,1,7,4,8,7,6,3,1,21,2
CH,2267,6,1,7,9,5,8,6,2,2,53,2
CH,2270,6,5,6,4,6,6,6,2,1,44,2
CH,2272,6,0,8,7,5,5,3,1,1,64,1
CH,2273,6,1,7,7,5,8,7,3,1,21,2
CH,2284,6,3,7,7,7,9,7,3,1,23,2
CH,2289,6,1,7,7,5,8,6,3,1,23,2
CH,2290,6,7,7,7,7,8,4,3,1,71,1
CH,2294,6,3,5,9,7,7,6,4,2,86,2
CH,2295,6,6,7,5,5,5,5,2,2,60,1
CH,2298,6,3,3,8,5,8,5,2,1,20,2
CH,2315,6,4,7,8,3,3,5,3,1,32,1
CH,2318,6,2,4,5,5,8,6,3,1,23,1
CH,2319,6,2,9,8,8,9,6,4,1,18,2
CH,2322,6,2,3,7,4,9,6,4,1,30,1
CH,2326,6,2,6,5,5,7,6,3,2,17,2
CH,2329,6,3,8,8,5,10,6,2,2,74,1
CH,2330,6,6,7,5,4,8,4,3,2,71,2
CH,2333,6,4,3,6,4,6,3,1,2,51,1
CH,2334,6,2,4,4,5,8,6,3,2,37,1
CH,2335,6,6,5,5,3,8,6,4,1,61,2
CH,2343,6,3,8,3,2,9,4,3,1,79,1
CH,2345,6,3,6,7,4,9,4,3,2,16,2
CH,2346,6,4,5,7,7,8,7,3,2,27,2
CH,2350,6,0,7,8,8,7,2,1,2,63,1
CH,2352,6,0,7,8,5,8,6,4,2,28,1
CH,2356,6,1,7,7,4,9,6,3,1,28,1
CH,2358,6,3,8,10,7,10,7,4,2,60,1
CH,2366,6,2,4,4,5,7,6,4,1,47,2
CH,2376,6,2,8,7,7,7,4,3,2,45,1
CH,2382,6,3,7,6,5,5,6,3,1,54,1
CH,2383,6,6,7,8,5,9,3,2,1,76,1
CH,2388,6,4,7,7,7,7,4,3,2,70,1
CH,2392,6,4,5,6,6,7,6,3,1,53,1
CH,2403,6,7,5,5,5,8,4,2,2,69,1
CH,2419,6,0,2,4,4,8,4,4,2,94,2
CH,2425,6,6,2,7,9,8,7,3,1,42,1
CH,2427,6,4,8,8,6,9,7,2,2,36,1
CH,2429,6,2,8,5,3,8,4,4,1,54,1
CH,2430,6,1,2,8,3,8,6,3,2,42,1
CH,2431,6,4,5,7,6,5,7,3,1,25,1
CH,2433,6,3,5,5,7,8,6,2,2,20,1
CH,2434,6,4,6,7,9,10,5,2,2,29,1
CH,2435,6,2,2,3,0,8,6,2,1,30,2
CH,2439,6,3,4,5,5,6,4,2,1,39,1
CH,2448,6,2,5,0,5,2,3,2,2,84,2
CH,2452,6,3,3,5,8,8,5,3,2,48,1
CH,2454,6,4,8,8,6,9,5,1,2,30,1
CH,2457,6,3,3,7,7,8,6,2,2,39,1
CH,2459,6,2,8,8,4,10,3,1,1,51,1
CH,2462,6,3,5,5,6,8,3,3,1,54,1
CH,2464,6,3,8,8,8,10,4,3,2,24,1
CH,2465,6,5,7,5,3,9,7,4,1,19,2
CH,2466,6,2,6,7,7,9,6,3,2,37,1
CH,2474,6,7,8,2,8,10,5,2,2,70,1
CH,2477,6,2,2,4,4,5,3,3,2,41,1
CH,2482,6,3,6,8,8,8,6,2,1,31,1
CH,2485,6,3,3,7,5,6,6,2,1,49,1
CH,2486,6,3,7,7,7,8,6,3,2,20,2
CH,2487,6,1,6,3,8,6,4,4,1,52,1
CH,2488,6,5,3,4,3,9,6,4,1,69,1
CH,2489,6,1,5,3,5,7,4,2,2,54,2
CH,2498,6,7,6,6,3,8,6,5,2,80,1
CH,2500,6,1,5,5,5,8,6,3,1,34,2
CH,2514,6,5,10,8,6,9,5,2,1,67,1
CH,2515,6,4,0,7,5,10,7,4,2,59,1
CH,2528,6,1,6,7,6,9,5,3,2,67,1
CH,2539,6,4,7,5,8,8,4,4,1,53,2
CH,2540,6,1,6,7,7,10,6,4,1,31,2
CH,2545,6,2,4,8,3,10,5,1,1,30,1
CH,2555,6,0,8,8,2,10,6,3,1,44,1
CH,2557,6,2,7,5,4,9,6,3,1,22,2
CH,2558,6,6,3,5,5,8,3,2,1,70,1
CH,2560,6,4,6,7,6,6,5,2,1,25,2
CH,2566,6,0,3,3,4,7,6,2,2,28,2
CH,2567,6,3,2,5,2,6,4,2,2,29,1
CH,2568,6,0,8,8,7,9,7,5,2,54,2
CH,2569,6,2,9,6,5,8,5,3,1,46,1
CH,2571,6,2,8,8,3,8,6,2,1,32,2
CH,2573,6,3,8,10,9,9,5,3,1,59,1
CH,2581,6,3,1,1,1,10,7,3,1,64,1
CH,2582,6,1,3,6,4,7,5,3,2,20,2
CH,2584,6,5,2,3,9,8,3,2,2,24,2
CH,2589,6,4,5,5,5,9,6,5,2,48,1
CH,2601,6,4,2,2,2,8,3,1,2,61,2
CH,2620,6,7,5,5,5,6,6,4,1,71,1
CH,2621,6,5,6,7,7,7,5,2,2,54,2
CH,2625,6,2,6,9,5,8,7,3,2,16,2
CH,2626,6,1,7,8,4,10,6,3,1,35,1
CH,2627,6,5,5,8,8,8,4,3,1,58,1
CH,2630,6,1,7,7,5,8,6,4,1,51,2
CH,2631,6,6,5,8,5,6,6,2,1,69,1
CH,2634,6,1,5,5,5,10,6,4,1,52,1
CH,2639,6,2,7,7,8,8,4,2,2,44,1
CH,2640,6,0,7,7,7,9,7,5,1,40,2
CH,2642,6,6,8,8,5,8,7,2,1,57,1
CH,2643,6,3,8,7,3,9,6,2,1,59,1
CH,2644,6,2,8,4,6,9,4,4,2,49,1
CH,2648,6,3,6,5,7,10,5,3,1,54,1
CH,2651,6,1,7,10,10,10,7,4,2,57,1
CH,2652,6,6,8,8,5,8,5,2,1,44,1
CH,2666,6,2,5,5,4,9,6,1,1,80,2
CH,2668,6,7,8,8,7,9,6,2,2,29,1
CH,2670,6,5,5,5,5,8,5,3,2,72,2
CH,2672,6,6,9,3,8,7,7,3,2,82,2
CH,2674,6,4,5,4,3,10,5,4,1,62,1
CH,2675,6,6,6,4,6,9,6,2,1,16,2
CH,2676,6,3,4,7,6,5,6,2,2,55,2
CH,2683,6,3,6,10,0,10,7,2,2,69,2
CH,2684,6,2,8,7,5,9,7,3,2,22,2
CH,2687,6,0,5,5,6,9,5,3,2,33,1
CH,2689,6,2,7,5,6,6,5,3,2,83,2
CH,2693,6,2,0,5,7,10,5,2,2,49,1
CH,2699,6,5,7,3,7,9,6,2,1,44,1
CH,2702,6,4,2,5,7,9,3,2,2,19,2
CH,2711,6,3,5,5,5,10,6,3,1,81,1
CH,2713,6,1,7,8,5,10,4,4,1,57,1
CH,2714,6,3,5,8,5,9,6,3,2,21,1
CH,2716,6,5,8,8,7,6,6,3,1,32,2
CH,2728,6,6,6,7,4,7,6,4,2,49,1
CH,2729,6,1,7,9,9,8,6,3,2,16,2
CH,2732,6,1,3,5,3,8,5,2,1,27,2
CH,2738,6,2,6,7,4,7,5,3,2,51,1
CH,2745,6,3,7,6,7,8,4,3,2,35,1
CH,2749,6,2,4,9,10,5,3,1,2,26,2
CH,2752,6,1,8,8,9,9,6,4,1,53,1
CH,2757,6,3,3,5,5,7,5,3,2,32,2
CH,2765,6,2,6,5,5,9,4,2,1,60,1
CH,2772,6,4,0,5,5,7,2,3,1,76,1
CH,2773,6,2,6,5,7,6,6,4,1,85,1
CH,2774,6,0,7,9,7,8,5,5,2,40,1
CH,2775,6,7,3,5,1,5,1,1,1,50,1
CH,2776,6,7,6,6,5,8,4,2,1,81,2
CH,2777,6,4,7,7,4,8,6,4,1,24,1
CH,2782,6,7,5,7,8,5,3,1,1,61,2
CH,2784,6,1,7,8,9,9,4,1,2,37,1
CH,2787,6,5,5,6,5,8,4,3,1,69,1
CH,2793,6,3,6,6,5,8,4,3,1,42,1
CH,2795,6,6,7,7,7,9,4,3,2,56,1
CH,2797,6,3,5,8,7,8,4,3,2,70,1
CH,2800,6,3,5,5,4,8,7,3,1,25,2
CH,2803,6,4,5,10,0,10,4,2,2,26,1
CH,2805,6,2,8,7,7,8,5,3,1,53,2
CH,2806,6,6,8,5,8,10,2,2,1,52,1
CH,2807,6,1,8,7,9,8,6,3,2,70,1
CH,2811,6,7,10,10,5,7,5,1,1,74,1
CH,2812,6,6,7,5,6,8,5,1,1,64,1
CH,2813,6,6,3,2,1,8,6,4,1,63,2
CH,2814,6,2,3,7,7,8,6,3,1,55,1
CH,2817,6,3,7,5,5,8,6,4,1,19,2
CH,2821,6,2,8,8,8,9,6,2,2,42,1
CH,2826,6,0,5,5,2,5,6,3,2,45,1
CH,2828,6,2,6,4,6,8,5,4,2,52,1
CH,2835,6,3,5,5,5,9,5,3,2,35,1
CH,2839,6,1,3,3,4,7,6,2,1,30,2
CH,2842,6,5,8,8,7,8,4,3,1,68,1
CH,2845,6,4,6,5,3,7,6,3,1,40,1
CH,2847,6,5,6,6,5,8,6,4,2,72,2
CH,2853,6,6,7,5,7,8,6,2,1,45,1
CH,2855,6,5,5,9,7,10,3,2,2,22,2
CH,2861,6,4,8,9,7,8,6,4,2,52,1
CH,2872,6,3,6,3,4,9,6,2,1,29,1
CH,2878,6,2,8,7,7,8,7,3,2,29,2
CH,2879,6,3,1,3,2,9,4,3,1,44,1
CH,2882,6,4,8,8,8,8,5,2,2,18,2
CH,2884,6,5,0,7,7,8,4,2,2,73,2
CH,2885,6,4,2,3,1,3,4,3,2,34,2
CH,2888,6,2,7,8,7,8,6,4,2,69,1
CH,2890,6,5,7,7,5,8,4,2,1,75,1
CH,2894,6,3,5,7,5,9,6,4,1,24,1
CH,2900,6,4,7,7,6,10,2,2,2,59,1
CH,2905,6,7,5,4,7,7,6,3,2,67,1
CH,5,7,2,8,9,7,9,6,4,1,69,1
CH,25,7,4,4,2,5,6,5,3,1,30,1
CH,26,7,3,8,8,6,8,7,5,2,49,2
CH,28,7,2,7,7,5,9,6,2,1,51,1
CH,29,7,2,4,7,0,8,6,2,2,32,2
CH,36,7,4,5,6,4,9,7,3,2,31,2
CH,40,7,7,7,5,4,10,6,4,1,75,1
CH,41,7,7,5,5,5,10,6,3,1,30,1
CH,51,7,7,7,6,4,8,7,4,2,65,2
CH,53,7,4,6,4,5,8,6,3,1,67,1
CH,55,7,1,8,8,6,6,4,3,1,49,1
CH,56,7,6,10,2,0,8,6,3,1,43,1
CH,57,7,5,7,7,7,8,4,3,2,50,1
CH,58,7,5,8,8,5,9,5,2,1,85,2
CH,68,7,7,4,2,6,10,6,3,2,26,1
CH,73,7,4,6,6,6,8,4,2,1,60,1
CH,81,7,6,9,8,7,9,6,4,2,35,1
CH,82,7,5,6,8,5,8,7,5,1,29,1
CH,84,7,2,8,5,3,10,5,3,1,33,1
CH,86,7,1,7,5,8,9,7,2,1,17,2
CH,87,7,3,5,5,2,7,4,3,2,44,1
CH,96,7,2,6,6,6,9,6,3,2,35,1
CH,98,7,2,5,5,1,7,3,2,1,57,1
CH,104,7,1,8,7,7,9,5,2,1,47,1
CH,108,7,6,6,6,5,7,6,5,1,24,2
CH,117,7,3,7,7,6,8,6,3,2,32,1
CH,118,7,2,3,6,7,9,6,3,1,52,1
CH,119,7,6,8,3,7,7,2,2,1,69,1
CH,121,7,2,2,2,10,9,5,1,2,84,2
CH,133,7,4,6,6,7,7,7,2,1,63,1
CH,135,7,2,6,4,6,5,6,1,2,46,2
CH,137,7,7,5,6,5,8,6,3,1,19,2
CH,148,7,6,7,5,4,8,6,1,2,36,2
CH,149,7,3,8,9,8,9,5,3,2,29,2
CH,161,7,4,3,3,5,5,6,4,2,18,2
CH,162,7,1,5,5,4,7,6,2,2,53,1
CH,168,7,2,7,7,8,8,7,3,2,25,2
CH,177,7,3,5,5,7,10,6,3,2,30,1
CH,179,7,0,6,4,7,10,6,2,2,72,1
CH,180,7,3,6,6,2,9,7,4,1,36,2
CH,185,7,3,8,5,7,8,6,4,1,31,2
CH,193,7,7,4,6,5,8,6,1,2,19,2
CH,200,7,7,0,10,4,10,6,2,2,78,2
CH,216,7,2,8,8,4,8,4,2,1,49,1
CH,218,7,2,4,8,5,6,6,2,1,75,1
CH,219,7,7,5,10,10,10,7,5,2,89,2
CH,220,7,3,3,6,2,9,6,2,1,41,1
CH,231,7,4,7,8,8,8,7,4,2,55,2
CH,232,7,3,4,3,5,7,2,2,2,53,1
CH,251,7,7,4,5,0,8,7,3,1,33,2
CH,257,7,7,7,6,5,8,5,1,2,69,2
CH,258,7,5,4,7,3,10,5,3,2,65,1
CH,260,7,1,5,5,5,6,5,3,1,22,2
CH,261,7,0,9,8,8,8,7,4,2,18,2
CH,270,7,3,5,5,3,10,7,5,1,80,1
CH,271,7,6,0,5,4,7,4,3,1,67,1
CH,273,7,3,5,7,5,10,6,4,2,69,1
CH,279,7,2,5,5,4,9,5,3,1,56,1
CH,295,7,7,5,7,7,8,4,3,1,49,1
CH,297,7,1,5,4,5,10,7,5,1,71,2
CH,303,7,3,4,0,3,7,6,3,2,28,2
CH,308,7,0,8,8,7,9,7,3,1,25,2
CH,318,7,1,3,3,3,10,7,5,2,55,1
CH,322,7,0,7,8,5,9,7,3,1,20,2
CH,323,7,2,7,5,3,8,4,3,1,46,2
CH,332,7,3,1,5,6,6,3,1,2,27,1
CH,333,7,5,6,9,8,9,4,2,1,34,1
CH,339,7,4,8,8,7,10,5,3,1,43,1
CH,345,7,2,5,8,8,8,5,1,2,58,1
CH,354,7,2,8,8,7,7,6,3,2,55,2
CH,357,7,5,7,7,6,9,6,3,2,48,1
CH,359,7,5,4,7,7,7,6,3,1,23,2
CH,362,7,4,5,5,5,7,4,3,2,30,1
CH,369,7,6,7,7,6,9,7,4,1,41,1
CH,380,7,3,5,5,6,8,6,2,1,67,1
CH,400,7,5,5,5,6,8,4,3,1,72,1
CH,402,7,6,5,2,7,7,4,4,1,71,1
CH,404,7,2,9,9,6,9,5,2,2,39,1
CH,405,7,3,7,5,8,9,7,2,1,23,2
CH,407,7,1,7,8,6,9,6,4,1,22,2
CH,412,7,2,9,7,7,10,6,3,1,27,1
CH,417,7,6,7,8,7,9,6,4,2,22,2
CH,422,7,2,5,7,5,9,7,3,1,56,1
CH,425,7,2,6,4,6,10,7,2,1,65,1
CH,427,7,4,6,6,3,8,6,3,2,53,1
CH,430,7,4,3,5,2,9,7,3,1,25,2
CH,434,7,1,5,2,4,10,6,3,1,18,2
CH,441,7,3,4,5,4,7,6,4,1,16,2
CH,443,7,1,1,3,4,8,4,1,1,54,1
CH,444,7,2,3,7,3,4,6,3,2,54,2
CH,447,7,3,6,8,6,10,6,4,2,59,1
CH,448,7,3,4,8,7,9,7,4,2,54,1
CH,456,7,1,7,7,7,8,4,2,1,48,1
CH,457,7,3,5,4,4,8,6,3,2,56,1
CH,459,7,4,8,8,6,8,3,3,1,40,1
CH,461,7,7,1,0,0,5,6,3,2,75,1
CH,471,7,5,8,7,7,9,7,1,2,63,2
CH,476,7,2,4,7,5,7,5,1,1,51,2
CH,481,7,7,5,0,5,5,7,2,2,36,2
CH,491,7,5,10,8,5,10,6,1,1,39,1
CH,494,7,4,5,7,5,8,5,2,1,58,1
CH,496,7,0,7,8,8,9,7,1,2,29,2
CH,497,7,2,8,8,5,10,6,4,1,75,1
CH,498,7,5,6,7,4,8,7,2,1,83,2
CH,501,7,5,5,7,5,10,3,3,2,53,1
CH,502,7,2,6,4,5,10,7,5,2,22,2
CH,503,7,2,5,7,8,8,6,4,2,51,2
CH,504,7,4,6,8,7,7,5,2,1,64,1
CH,506,7,7,3,3,5,7,4,2,2,65,1
CH,508,7,3,2,1,4,9,6,2,2,20,2
CH,509,7,3,5,5,3,10,4,3,1,32,1
CH,512,7,2,5,7,6,8,4,4,2,51,1
CH,516,7,0,7,6,4,5,7,1,2,60,1
CH,520,7,5,4,5,3,6,7,3,2,23,2
CH,522,7,3,7,2,7,9,3,3,1,53,2
CH,524,7,5,6,6,7,7,6,4,2,71,2
CH,526,7,7,7,7,6,9,5,2,1,42,1
CH,539,7,4,5,4,5,7,7,3,1,19,2
CH,546,7,3,6,8,5,8,4,5,1,73,1
CH,551,7,5,5,6,6,8,4,1,2,61,2
CH,563,7,4,8,7,5,8,4,3,1,47,1
CH,568,7,3,8,8,4,9,4,3,2,35,1
CH,569,7,5,3,5,3,6,3,2,2,39,1
CH,570,7,2,7,6,5,10,6,3,2,18,2
CH,575,7,6,7,7,4,8,7,4,2,50,2
CH,576,7,0,10,10,0,10,1,3,1,19,2
CH,578,7,2,7,7,6,8,5,2,1,36,2
CH,581,7,5,7,9,6,10,6,3,2,30,1
CH,586,7,6,7,3,7,7,6,4,1,39,1
CH,587,7,4,5,5,7,8,6,2,2,52,2
CH,590,7,2,6,7,3,8,4,2,2,37,1
CH,597,7,7,7,5,2,7,6,5,1,68,1
CH,600,7,1,5,7,6,9,7,4,2,34,1
CH,605,7,1,7,6,8,10,7,3,2,49,1
CH,606,7,3,5,6,5,7,4,4,1,56,1
CH,607,7,3,7,9,8,9,6,2,1,67,1
CH,609,7,3,3,7,3,8,5,5,1,44,1
CH,610,7,4,5,6,5,8,6,3,2,16,2
CH,613,7,4,6,7,5,10,5,3,1,32,1
CH,618,7,1,6,6,6,9,4,5,1,18,2
CH,625,7,5,0,0,3,9,6,2,1,33,2
CH,630,7,7,8,7,7,8,5,3,2,39,2
CH,633,7,3,4,8,8,9,5,3,2,78,1
CH,637,7,7,1,1,1,10,5,3,1,56,2
CH,643,7,0,8,7,8,8,5,3,2,37,2
CH,646,7,3,5,6,5,6,4,2,2,39,1
CH,648,7,0,7,7,8,8,5,3,1,34,2
CH,655,7,1,8,6,6,9,6,3,2,21,2
CH,658,7,1,3,5,5,9,5,2,1,19,2
CH,660,7,0,5,8,5,8,7,3,1,27,2
CH,663,7,3,5,8,6,9,6,3,2,31,1
CH,666,7,2,0,0,8,4,5,3,2,34,1
CH,675,7,6,8,5,3,8,6,3,1,35,2
CH,676,7,5,8,4,7,9,5,3,1,79,1
CH,680,7,6,4,6,3,9,6,3,1,21,2
CH,684,7,2,7,7,5,8,6,3,1,39,1
CH,685,7,1,7,7,6,10,6,2,1,18,2
CH,686,7,7,5,5,5,9,5,3,1,44,1
CH,690,7,5,5,8,7,7,6,3,2,32,1
CH,692,7,7,5,7,5,8,5,4,2,59,1
CH,693,7,3,7,7,4,9,6,3,2,39,1
CH,697,7,2,3,5,4,10,5,2,1,32,1
CH,698,7,7,5,5,3,8,5,2,1,63,1
CH,701,7,4,5,8,6,9,4,2,1,57,1
CH,703,7,3,9,6,7,8,2,5,2,63,1
CH,706,7,0,6,6,6,10,5,3,2,60,1
CH,707,7,4,6,6,4,6,3,3,2,49,1
CH,708,7,2,4,8,7,10,7,4,2,71,1
CH,709,7,6,4,4,4,8,6,3,2,33,1
CH,711,7,4,6,6,3,8,3,2,1,67,1
CH,713,7,0,7,7,4,7,4,1,2,21,2
CH,714,7,4,5,5,5,6,5,3,2,33,1
CH,715,7,4,6,6,6,9,4,2,2,72,1
CH,716,7,2,3,3,3,8,4,3,2,44,1
CH,717,7,3,6,6,5,9,6,4,1,21,2
CH,720,7,7,7,7,6,8,6,3,2,42,1
CH,724,7,0,4,4,4,8,4,3,1,17,2
CH,728,7,3,5,6,6,8,4,3,2,28,1
CH,729,7,5,7,7,6,8,7,3,2,60,1
CH,730,7,5,5,5,5,8,6,3,2,72,2
CH,733,7,2,5,3,3,9,3,3,1,59,1
CH,739,7,2,8,8,5,10,6,3,1,35,1
CH,740,7,3,7,8,7,7,4,3,1,46,1
CH,741,7,2,8,7,7,8,6,3,1,38,2
CH,747,7,2,7,5,5,8,5,2,1,70,2
CH,748,7,2,4,6,6,7,6,3,2,25,1
CH,757,7,2,5,5,7,7,6,2,2,20,2
CH,759,7,4,7,5,7,7,6,3,2,19,2
CH,760,7,4,5,5,2,7,6,3,2,52,2
CH,761,7,6,8,6,5,9,4,3,1,63,1
CH,762,7,1,8,8,2,8,3,1,2,62,1
CH,764,7,5,5,8,5,8,5,3,1,47,1
CH,770,7,2,8,3,9,10,6,3,2,30,1
CH,771,7,2,3,5,5,7,4,3,1,78,1
CH,774,7,3,5,8,8,8,6,3,2,64,1
CH,778,7,2,3,4,7,10,6,3,1,69,1
CH,779,7,5,7,9,4,7,5,2,1,33,2
CH,781,7,3,3,8,4,10,6,4,2,32,1
CH,788,7,4,6,5,6,8,6,1,2,73,1
CH,790,7,2,7,7,6,8,5,3,1,49,1
CH,793,7,5,4,8,8,7,4,3,2,45,1
CH,796,7,7,5,7,3,5,5,2,2,50,2
CH,797,7,3,5,5,6,7,2,2,2,64,2
CH,800,7,3,6,6,7,7,5,3,2,45,1
CH,801,7,1,8,5,4,10,3,2,1,62,1
CH,803,7,2,8,7,5,8,7,2,1,55,2
CH,809,7,2,7,7,8,5,4,2,2,56,2
CH,810,7,1,4,2,6,9,6,3,2,28,1
CH,814,7,2,5,5,8,9,5,2,1,38,1
CH,817,7,0,5,4,4,8,5,2,1,35,2
CH,819,7,1,6,7,4,9,4,3,1,43,1
CH,821,7,3,5,8,9,8,4,3,1,89,2
CH,822,7,1,5,7,4,9,6,2,2,55,1
CH,824,7,3,7,2,10,10,6,3,1,19,2
CH,827,7,3,5,5,7,9,5,3,1,74,1
CH,834,7,1,8,8,7,8,6,3,1,48,1
CH,838,7,5,2,3,3,8,4,2,1,49,1
CH,842,7,1,2,8,5,6,6,1,1,41,2
CH,844,7,2,1,5,4,9,4,1,2,21,2
CH,847,7,3,6,5,10,8,5,3,2,82,2
CH,850,7,0,6,8,8,9,6,3,2,35,1
CH,852,7,5,10,5,3,10,7,5,1,42,1
CH,857,7,4,5,7,7,10,7,3,1,18,2
CH,858,7,1,6,7,3,9,5,2,2,23,1
CH,860,7,3,0,0,3,9,5,4,2,43,1
CH,861,7,2,0,10,5,10,4,3,2,70,1
CH,862,7,1,7,8,5,9,4,3,1,76,2
CH,875,7,0,5,8,7,8,6,2,2,38,1
CH,877,7,0,8,6,6,9,6,3,1,31,1
CH,880,7,2,5,8,8,9,6,3,2,62,1
CH,881,7,1,3,7,7,9,6,3,2,31,1
CH,883,7,3,7,9,7,9,6,4,2,36,1
CH,893,7,3,4,8,5,8,4,3,2,56,1
CH,898,7,5,8,8,6,5,4,2,1,39,2
CH,900,7,4,5,7,8,9,4,2,2,65,1
CH,903,7,1,8,8,7,9,6,3,1,46,2
CH,908,7,2,6,7,8,8,5,2,2,18,2
CH,910,7,0,7,8,7,8,6,3,2,51,1
CH,911,7,7,2,8,7,8,5,3,2,79,2
CH,912,7,6,6,6,7,7,6,3,1,45,2
CH,920,7,5,7,3,8,8,6,2,1,35,2
CH,921,7,2,8,8,7,9,4,2,1,55,1
CH,923,7,5,7,6,5,9,7,3,1,51,1
CH,924,7,0,2,5,3,9,5,4,1,35,2
CH,927,7,5,5,7,3,7,4,4,1,53,1
CH,931,7,3,9,9,6,10,6,3,2,60,1
CH,934,7,4,10,8,8,9,6,3,1,22,2
CH,937,7,3,5,6,6,10,7,3,2,31,1
CH,939,7,6,7,8,6,7,5,2,1,35,1
CH,941,7,5,8,9,6,9,6,4,1,72,1
CH,944,7,2,5,8,8,10,6,3,2,71,2
CH,947,7,6,5,8,8,9,4,2,1,75,1
CH,951,7,2,8,8,7,7,4,3,2,60,1
CH,953,7,4,5,5,3,10,4,2,1,70,1
CH,955,7,7,8,7,5,9,4,4,1,75,1
CH,961,7,3,7,8,5,8,3,3,1,48,1
CH,962,7,4,2,5,8,8,4,2,1,62,1
CH,963,7,4,7,5,7,9,4,3,1,44,1
CH,966,7,0,4,4,5,5,3,1,1,44,1
CH,967,7,2,8,8,5,10,4,3,2,37,2
CH,976,7,2,7,7,6,9,4,3,2,45,1
CH,979,7,7,10,10,10,5,6,3,2,65,2
CH,980,7,0,8,7,6,8,6,2,2,48,1
CH,987,7,3,8,8,8,8,6,2,2,38,1
CH,990,7,5,2,1,2,4,3,4,2,82,1
CH,1001,7,3,7,7,7,9,6,3,2,53,1
CH,1004,7,0,10,7,3,10,5,2,2,61,1
CH,1009,7,2,8,9,10,10,7,3,2,29,1
CH,1016,7,0,6,8,8,10,3,2,2,75,1
CH,1017,7,0,5,6,7,7,5,3,2,38,1
CH,1027,7,3,5,8,5,8,4,3,2,62,1
CH,1029,7,3,6,7,7,9,6,3,1,16,2
CH,1031,7,1,2,4,4,5,6,1,2,27,2
CH,1033,7,0,7,5,6,8,4,3,2,51,1
CH,1035,7,2,9,3,5,7,7,3,1,59,1
CH,1036,7,3,5,4,3,4,2,2,1,49,1
CH,1037,7,3,7,7,5,10,6,2,1,41,1
CH,1043,7,3,6,6,5,8,4,2,1,48,1
CH,1044,7,1,7,6,7,8,6,2,1,22,1
CH,1046,7,6,8,7,6,9,2,2,1,68,1
CH,1049,7,6,8,7,9,8,6,4,1,67,1
CH,1050,7,3,5,4,4,7,5,3,1,57,1
